chro	tsne_p50_1	tsne_p50_2	tsne_p100_1	tsne_p100_2	tsne_p250_1	tsne_p250_2	tsne_p1000_1	tsne_p1000_2
AGAP000987	X	3.3557964	4.013939218	3.598028935	-0.062858491	2.655606941	1.498444182	0.569563529	-0.462236924
AGAP000988	X	-140.7707141	-11.62779241	73.08451016	68.01618543	24.77094539	8.284228331	1.400184821	-5.123714227
AGAP000989	X	-135.1080079	-16.65243001	69.26682839	69.11962999	24.39267181	8.563859171	1.200910208	-4.870528491
AGAP000990	X	-155.634654	-14.28707943	82.65814763	74.66701184	27.80435608	8.721122727	1.546108451	-6.036662442
AGAP000991	X	-128.5350533	-24.32034767	61.90324058	69.29733733	-2.284587228	15.7977858	0.558848206	-4.332219568
AGAP000992	X	-145.885992	-5.981952935	78.46957868	65.77016216	25.50521969	6.853468653	1.63939529	-5.005067644
AGAP000994	X	-141.9750844	-17.7250512	71.73557065	72.18586458	24.95825821	8.877406263	1.38169489	-5.208592261
AGAP000995	X	-133.2990183	-13.34124801	67.96018678	65.94894031	23.81943247	7.936084991	1.269490988	-4.04041055
AGAP000996	X	-157.9075634	-17.97972293	82.80292749	77.91313015	28.36699107	9.258407249	1.563496354	-6.209012883
AGAP000997	X	-142.886011	-12.17390855	74.02656388	68.95550041	25.049458	8.330398322	1.34664307	-5.222029923
AGAP000998	X	-155.620511	-15.27231085	82.23655466	75.37923909	27.85753454	8.915893899	1.578491466	-6.053441707
AGAP001007	X	-58.41690177	-28.35864936	41.13910671	22.99371699	10.43727003	-0.513622984	2.352426363	-0.15705839
AGAP001008	X	-145.9920636	-20.27950057	73.88006652	76.00524362	26.4319216	9.475704317	1.481006954	-5.664846442
AGAP001009	X	-145.034878	-16.96079161	74.21668535	73.2333356	25.67344772	9.175422372	1.341946364	-5.590300835
AGAP001010	X	-150.8458716	-11.72665262	79.93935086	71.29488301	26.57129457	8.48999089	1.500505473	-5.652214743
AGAP001011	X	-148.8773111	-17.78688994	76.47263982	75.24500206	26.27157997	9.281678036	1.25955585	-5.733633283
AGAP001012	X	-82.51031686	18.44106953	21.91635949	72.59034372	12.85575128	12.93877429	-1.301658871	-3.135812405
AGAP001013	X	-54.9493541	-18.54664586	37.31157706	32.52766633	10.19066995	-0.65143957	2.217397881	-0.304853873
AGAP001014	X	-90.14727883	-68.4239581	61.18760037	69.76322249	-2.226128511	15.79317466	-0.291672327	-2.670824225
AGAP001015	X	-159.1061982	-19.85838922	83.09919545	79.65744373	28.72349094	9.377573897	1.595866537	-6.326400764
AGAP001018	X	-151.1355191	-15.86041606	78.93113988	74.26889423	27.14683034	8.880202777	1.519100441	-5.855757121
AGAP001019	X	-68.77049061	-119.050341	-53.51389383	85.55896478	-5.298972949	25.11244369	-0.599516751	-5.445124577
AGAP001021	X	-136.9991237	-21.43954432	67.91573478	73.57550857	24.53994869	10.64606034	0.255020964	-5.29722928
AGAP001022	X	-153.6218132	-15.752116	80.56187249	75.04045882	27.43832717	8.842022023	1.573861158	-5.920716466
AGAP001023	X	0.134964791	-6.638708181	-3.516275476	7.728675993	-1.215490911	2.48881619	0.126448987	-0.007100125
AGAP001024	X	59.20021909	32.39942041	-31.19948762	-33.70090593	11.76575654	-9.882837564	-0.95230538	2.444201425
AGAP001025	X	-154.6488924	-16.75841455	80.97112139	76.06232784	27.77898121	8.990737693	1.569173382	-6.036654458
AGAP001026	X	-157.9287143	-19.10157065	82.48178183	78.78096469	28.459215	9.284359578	1.586305273	-6.243712605
AGAP001027	X	-149.5116671	-11.0212196	79.1720739	70.52350682	26.57936733	8.09262119	1.594564415	-5.513231784
AGAP001028	X	-148.9280402	-12.72819663	78.35763925	71.63750203	26.56034129	8.472468462	1.54677683	-5.64121048
AGAP001029	X	-157.5474611	-19.71194466	82.18713269	78.91961612	28.43999976	9.312470216	1.565824242	-6.235498399
AGAP001030	X	-143.0477921	-11.08456572	74.82567729	68.1610922	25.06029636	8.075661812	1.465489882	-5.125844213
AGAP001031	X	-149.6110086	-12.24648309	78.9644982	71.63709348	26.70398167	8.391051313	1.588582536	-5.650031215
AGAP001032	X	-132.2586283	-9.082304036	69.32526686	62.95413444	23.33664837	7.870015476	1.335267156	-4.626028878
AGAP001033	X	-152.1456729	-15.24908114	79.85488391	74.21376261	27.26385665	8.816431386	1.558186717	-5.875149361
AGAP001034	X	-143.421154	-10.4264144	75.13276032	67.87293736	25.03961421	7.966382254	1.484744088	-5.115092222
AGAP001035	X	-160.2462537	-21.49858893	83.44456142	81.21575472	29.10720562	9.483953277	1.623640158	-6.415513885
AGAP001036	X	-146.6032853	-13.68816604	76.48679577	71.38054594	26.03133106	8.592982485	1.429157025	-5.539678426
AGAP001037	X	-151.8302947	-16.8016749	79.11187874	75.04803645	27.28738955	8.868281418	1.545871571	-5.906545354
AGAP001038	X	-152.5192793	-1.201103033	77.74197156	67.01596097	26.50563267	5.671625005	1.647458076	-4.882836186
AGAP001039	X	-152.5282326	-15.30475967	79.99558759	74.31833343	27.28630322	8.819750432	1.558259333	-5.883353536
AGAP001040	X	-145.1442739	-5.196046478	77.05300884	66.20343676	24.98376704	7.321941038	1.518113599	-4.684792261
AGAP001041	X	-148.7493665	-12.0930032	78.43644927	71.09747977	26.50357441	8.412354922	1.554720383	-5.592329223
AGAP001042	X	-142.3773931	-11.11798975	74.55228031	68.02718103	25.01415266	8.041130274	1.445962753	-5.127569836
AGAP001043	X	-156.6908613	-18.62464303	81.69579894	78.07387743	28.29409436	9.241916091	1.578821574	-6.189543312
AGAP001044	X	-153.9296606	-13.64037361	81.70221675	73.64482904	27.45332454	8.667749405	1.555042738	-5.928588978
AGAP001045	X	-153.3756062	-16.56538356	80.24600623	75.47358637	27.57202363	8.930223508	1.568286312	-5.978084516
AGAP001046	X	-144.3811443	-11.53350096	75.58235205	69.08128827	25.50461622	8.174091507	1.492050842	-5.30024624
AGAP001047	X	-141.8910101	-11.41172992	74.36728631	68.68117769	25.07157111	8.127036136	1.408483965	-5.175169767
AGAP001048	X	-143.7519659	-10.8626722	75.41571159	68.30420181	25.26432352	8.001361083	1.497250904	-5.184366292
AGAP001050	X	-153.1411433	-14.36599683	80.84539417	73.94035826	27.41087886	8.801376901	1.57038934	-5.930700587
AGAP001052	X	-155.747396	-17.81588225	81.36839175	77.18383614	28.12453812	9.148015719	1.571794482	-6.140065656
AGAP001053	X	9.401708924	-11.67130494	-8.72950067	1.081066693	-0.928587993	1.607076871	0.118335814	0.053547828
AGAP001054	X	7.062347261	-10.55983264	-7.045679069	2.162255512	-0.532234099	1.340535828	0.100122201	0.037628791
AGAP001061	X	-157.0620056	-19.50022027	81.86614995	78.74192414	28.408844	9.318875034	1.565675664	-6.227787509
AGAP001064	X	-6.501826225	-14.79275099	-9.821020899	14.72382834	-3.186523347	0.711053376	0.11894356	-0.012342931
AGAP001065	X	-89.75264464	-67.9558496	-30.58166813	55.818349	-2.103389808	15.58775053	-0.475616872	-1.536426366
AGAP001068	X	-146.851702	-12.92280263	76.90388526	70.95033284	26.08181609	8.447583819	1.495667339	-5.499752325
AGAP001069	X	-142.4601349	-10.56284552	74.02995761	68.00176388	24.91337259	8.192071973	1.420479036	-5.116191102
AGAP001070	X	-156.4103638	-19.02761454	81.57136461	78.15999878	28.28379359	9.259082501	1.570507168	-6.188964304
AGAP001073	X	-135.1560636	-18.50137554	68.25605766	70.85132112	23.64474296	9.571313493	0.698770678	-4.486855807
AGAP001076	X	-152.2689672	-15.84940873	79.70124007	74.44378234	27.24606063	8.819005421	1.554881081	-5.869497497
AGAP001081	X	-41.46374388	-52.50576763	21.91241473	17.95918122	-9.868608055	16.68836468	1.853850574	0.286948358
AGAP001082	X	-158.0942238	-19.57938535	82.43441758	79.08836851	28.52553486	9.315909588	1.591777789	-6.264096106
AGAP001083	X	-147.4228227	-12.90184232	77.22621282	71.10866748	26.16767269	8.441997966	1.51076957	-5.519314389
AGAP001084	X	-154.9882418	-17.41661144	81.06910278	76.59839828	27.92910204	9.066993866	1.572312847	-6.080383945
AGAP001090	X	-148.5669707	-13.36454218	77.89837837	71.72978736	26.43998281	8.423992905	1.527387954	-5.58516836
AGAP001091	X	-155.961793	-18.65970166	81.3777526	77.82898561	28.21979746	9.222771775	1.570340681	-6.165015822
AGAP001092	X	-147.4350413	-13.08197356	77.20041977	71.14074888	26.15625939	8.443648841	1.507488175	-5.516330165
AGAP001093	X	-151.3832853	-14.71481225	79.36888211	73.51390421	26.98097015	8.708288046	1.543276706	-5.784576087
AGAP001094	X	-145.4581964	-11.75991802	76.30941472	69.56765955	25.84187986	8.336105584	1.51650793	-5.482201302
AGAP001096	2R	-60.2913155	-37.89213072	35.25214585	25.25061911	4.734916885	-2.586690672	2.690972371	-0.998035928
AGAP001097	2R	-5.124519367	31.3195557	-14.21977637	21.06157425	-6.286197065	3.379186278	-0.42554252	-1.082523674
AGAP001098	2R	-0.044452401	-36.35083807	-21.79629971	16.3720214	-9.785006911	4.247626193	0.412541668	-1.050043055
AGAP001099	2R	55.47160121	7.913907531	-9.874520712	-28.74398802	3.592895385	-0.912460803	1.03848261	0.616240118
AGAP001100	2R	-30.97389526	-24.36418932	18.69093287	7.001460106	5.120541355	0.648802043	0.588158346	0.433707158
AGAP001101	2R	11.06921077	29.44442583	-7.901863699	27.6381654	0.170440516	7.238939508	-1.265223711	-0.36471187
AGAP001102	2R	-67.2836321	-18.46261477	36.36386081	23.03528971	12.7125907	-6.523016106	3.052405531	0.006837993
AGAP001103	2R	-61.77535774	-11.10619595	42.05857897	18.69500572	11.11941373	0.054356214	0.869785317	-0.60465127
AGAP001104	2R	-11.40627061	46.82249241	-24.06045027	18.94526912	-6.77113812	-0.91862621	0.892608971	1.684274857
AGAP001105	2R	14.20398196	-7.575994014	-7.895788581	-0.807575483	-0.068098575	1.267645458	0.106275612	0.054856457
AGAP001106	2R	11.78208928	101.7062514	44.61865054	-49.54858129	-9.836753512	-11.76726365	0.614943693	-3.186402637
AGAP001107	2R	97.79864027	92.92405378	-15.60436891	-37.74840857	5.536064359	-11.37169707	-1.66840052	2.589913171
AGAP001108	2R	9.249790393	100.374315	45.62264038	-48.1440948	-10.39284113	-10.73265677	0.820186318	-3.191479948
AGAP001109	2R	16.65348871	98.46539796	39.47893142	-49.01905614	-9.507693589	-8.852701886	0.994728566	-2.540428259
AGAP001110	2R	9.103490205	100.450886	45.66219059	-47.95029136	-10.47672854	-10.79883041	0.754474831	-3.30658576
AGAP001111	2R	-100.8295026	72.25210457	57.84649304	-47.11964106	18.32325757	8.543334168	0.879033798	-3.671146398
AGAP001113	2R	15.13744468	107.3629145	57.06842721	-47.63597426	-10.03756262	-12.08559806	0.816430137	-3.597165148
AGAP001114	2R	-6.103330572	-56.22925343	-42.13611556	15.78872065	-9.633468023	8.791745898	1.190494283	2.160579725
AGAP001115	2R	16.94683618	98.64113247	-55.30901427	-19.76534859	-9.84595151	-8.420303403	1.622846395	1.341092999
AGAP001116	2R	-28.97165004	11.94155789	37.05807499	-21.36181822	2.697260273	-5.633122005	0.73175436	-0.84245847
AGAP001117	2R	-35.22496107	-47.07612346	4.56843241	-13.19895624	-4.616130775	-4.45184131	1.308825895	1.686691284
AGAP001118	2R	-6.469566959	116.6975284	92.46498594	68.4983594	13.19569138	-11.32911137	-1.351183417	3.205073792
AGAP001119	2R	-102.9196039	68.45915134	48.83116947	62.5883662	18.59918063	9.068197033	0.507543378	-3.333712936
AGAP001120	2R	-35.78852965	28.50343923	8.832908612	39.37151317	2.958781941	11.30309747	-1.216483259	-1.78046223
AGAP001121	2R	23.65274594	97.95844404	38.08429102	-13.98039571	-7.224849941	-8.849919518	1.793001587	-1.592081779
AGAP001122	2R	-11.61062104	83.30465314	48.15695081	-31.23134183	-5.168196463	-8.872094432	1.296728633	-3.159063386
AGAP001123	2R	-7.311718966	88.4004068	47.93913128	-35.37008082	-6.244254634	-9.258520857	0.697401183	-2.997447382
AGAP001124	2R	-7.37516651	86.14410995	49.72251207	-35.55673906	-6.382997753	-8.834992671	0.697504835	-2.187081118
AGAP001125	2R	13.47222797	105.3512415	46.76594375	-51.59302587	-10.65044787	-11.98215152	0.82050841	-3.564423775
AGAP001126	2R	20.37118061	-38.43816887	-24.63662106	9.845282077	-6.51619559	2.493664132	0.864780027	1.26830992
AGAP001127	2R	-54.54723099	37.99317148	5.011241968	58.47877519	8.28896627	13.01091619	-2.170082223	-2.116311753
AGAP001128	2R	3.250332145	-12.50033069	-1.942091977	5.529768063	-0.781926673	2.007121517	0.118127313	0.024423845
AGAP001129	2R	15.21291469	-1.047788336	-6.145120839	-4.323595853	0.598624033	1.44417646	0.029172463	0.082752441
AGAP001130	2R	0.032024613	102.0800422	51.55109791	-44.69087955	-11.96496032	-10.60527672	0.760681602	-3.492750102
AGAP001132	2R	-94.83561274	26.60924753	57.20311061	53.72561807	18.65294423	5.374261091	-2.514551347	-4.193136812
AGAP001133	2R	-93.38665667	28.93387038	55.3343555	55.56846397	19.01742287	6.578547192	-2.939888347	-4.009182449
AGAP001134	2R	-5.871084001	-57.02436801	-42.81352745	15.63961437	-9.5623631	9.025153457	1.252703086	2.332295944
AGAP001135	2R	-88.49176549	66.93158613	36.958255	59.13525484	15.99355111	8.803102916	2.607919604	1.940756669
AGAP001136	2R	-41.16277222	27.76949799	9.526212051	51.60042402	12.04331276	7.62593433	2.091766094	0.850603404
AGAP001137	2R	-62.30373862	27.73674904	-12.98870052	50.84301564	3.313915632	12.93061755	-1.910724094	-2.238826215
AGAP001138	2R	-23.538999	28.94178403	3.234957639	36.77562079	2.605229874	7.948374473	-1.299840913	-0.448741577
AGAP001139	2R	-82.31382748	51.01364491	28.83990878	65.49400045	12.5282685	10.51678367	-1.931847672	-2.203277359
AGAP001140	2R	-104.8003332	67.94922383	52.00079065	62.18926166	18.94799259	8.892130832	-2.777615255	-4.404911327
AGAP001141	2R	2.634213904	116.6701187	60.20220639	-49.7625274	-8.806935203	-12.20516481	0.958608435	-3.634241744
AGAP001143	2R	-60.85099573	29.50871344	-9.465694666	57.0246561	3.680701261	14.78793173	-2.009964963	-1.23947011
AGAP001144	2R	58.11738628	30.27038282	-32.96259848	-33.69919764	12.2472563	-9.797351988	-0.961236592	2.652071058
AGAP001145	2R	-26.54435158	-83.38531346	-65.9294812	25.27554303	5.994793253	5.892807107	-1.036042293	2.230318405
AGAP001146	2R	-105.8758012	66.3595998	53.11057723	63.11428909	19.24520977	8.836949905	-2.772825487	-4.274354724
AGAP001147	2R	13.15111291	-39.33666829	-21.93394744	0.978712614	-7.341409429	1.747330429	0.332803688	0.701458567
AGAP001148	2R	2.330558372	116.8998628	60.35906124	-50.01672985	-8.873433581	-12.10337893	0.778781903	-3.524298213
AGAP001149	2R	-102.9743126	68.20824518	49.11154286	62.62105414	18.71362664	8.951538797	0.487233961	-3.218801611
AGAP001150	2R	-91.14269278	53.67554005	33.31645858	69.62307868	15.33463493	12.04313463	0.669135393	3.715954651
AGAP001151	2R	24.54524028	5.350614287	3.71110937	18.37469135	2.125560669	3.446423938	-0.315645052	0.324129886
AGAP001152	2R	90.74532222	7.004014548	0.766261205	-40.00926233	-6.81520675	-8.462501614	0.026230854	-1.95725289
AGAP001153	2R	-18.49959448	-45.00205692	11.34192954	3.062940417	-2.751565639	-2.172343044	1.43360397	0.311926009
AGAP001154	2R	-104.0868086	66.22387397	51.67079486	63.4901406	19.00659416	8.947903684	-2.706950418	-4.18111899
AGAP001156	2R	-103.6797309	71.16802045	52.48313755	60.25478839	19.1170677	8.493814506	-3.047538998	-4.807139607
AGAP001157	2R	-103.8271285	71.34105509	52.57195945	60.17963554	19.26718228	8.396309156	-3.13258207	-4.94485469
AGAP001158	2R	-100.9481763	72.25224254	58.03247419	-47.00959439	18.4500421	8.511334419	0.825207682	-3.92120427
AGAP001159	2R	-103.8228988	66.01242273	51.52175844	63.54310608	19.04270835	8.966817146	-2.741926757	-4.230632674
AGAP001160	2R	-103.0885306	65.06169818	50.74924737	63.98949491	19.02029012	9.060346777	-2.865801599	-4.479283787
AGAP001161	2R	-70.38605849	53.14230547	11.62007104	50.14955003	6.95297622	9.659442578	-1.432706735	-1.231228524
AGAP001162	2R	-103.9945132	66.53883814	51.64555769	63.51896569	18.96548458	8.974760513	-2.405710919	-4.009885118
AGAP001165	2R	-100.9371394	67.91653702	50.82137326	61.34651521	18.98249816	8.826596054	-2.832170975	-4.446939867
AGAP001166	2R	-98.4760264	67.50574879	-33.50482246	-35.05937674	12.72756384	-10.00940131	-1.046620984	3.01573487
AGAP001167	2R	-26.23927769	-4.712807887	20.63389	10.65504976	5.11753501	-1.406274256	1.497859618	-0.928931676
AGAP001168	2R	-102.4048748	70.01773477	48.0079329	61.7420755	18.33173403	8.883910839	2.591902711	3.097257571
AGAP001169	2R	-99.01470899	67.47412966	50.47785728	62.21725381	18.77802611	8.872954501	-2.815296231	-4.398623003
AGAP001170	2R	-101.0274379	67.23668092	50.12022082	61.43273966	18.82545807	8.878810741	-2.606138062	-4.463627684
AGAP001171	2R	58.44933142	64.12831225	-39.89536905	-44.74020481	10.48069428	-12.02336698	-1.533229035	2.710642876
AGAP001172	2R	-98.14269096	40.75863786	49.0332694	59.50882055	-12.38461917	-7.424361276	-2.540777517	-4.275493639
AGAP001173	2R	-93.43248249	67.32595477	39.19893549	60.88814989	17.32401442	8.849533167	2.551775555	3.022537635
AGAP001174	2R	-23.15097496	-1.841380916	60.90334368	-12.13919113	-4.953376194	-4.742806513	1.719429082	-1.68243906
AGAP001175	2R	51.31225097	21.53563213	-26.76760885	-26.17087352	4.939491349	2.678562612	-0.614798422	1.474504263
AGAP001176	2R	22.2499577	17.21481988	-26.80285298	-15.61953699	4.980974941	5.540081538	-0.912880507	1.190848051
AGAP001177	2R	-59.50019309	36.83548784	-4.241326555	59.30335142	5.856594927	13.96351966	-1.980654076	-1.737222926
AGAP001179	2R	4.363055835	57.87069074	-59.77098558	21.27904682	-4.510955762	11.57664004	-0.028852213	2.602994968
AGAP001181	2R	-76.70502579	33.24501857	-20.6658521	70.52026889	6.323866503	10.51716111	-2.190312194	-1.018814815
AGAP001182	2R	-4.597673797	-70.96452257	-43.27428535	17.31141222	-9.989500951	7.330140261	1.220342406	2.051460972
AGAP001183	2R	36.73545861	34.10188433	-43.6579583	-30.42666502	13.25343754	11.00181306	-1.485499158	1.870444061
AGAP001184	2R	-94.70749814	36.22859471	46.90212042	55.98240794	17.11008887	6.901334475	-0.75969808	-1.033855052
AGAP001185	2R	-87.80236247	52.01513961	29.85940012	69.78926224	13.59912263	12.16469687	-2.466706414	-1.562517233
AGAP001189	2R	6.928700911	-53.66171839	-31.97786238	1.707237218	-4.606433522	4.668399004	0.435281365	1.07927107
AGAP001190	2R	-22.77192838	-32.3891851	11.97598475	24.66517702	15.38544585	6.973990866	1.832942673	1.928305145
AGAP001191	2R	8.662087343	-9.556271677	-3.295969145	3.863309615	-0.631918412	1.421753932	0.116341147	0.032221238
AGAP001192	2R	-26.32567662	-11.79066432	23.93529373	13.40980734	7.641288827	-0.034081797	1.565655311	0.257590933
AGAP001193	2R	-58.21707864	-5.007518122	46.07745477	2.92192428	10.80433297	-3.508243296	2.698715489	-0.792547974
AGAP001194	2R	-98.8478596	50.95711388	36.18428504	71.63208518	16.63902144	12.34792798	-3.025161548	-4.321574313
AGAP001195	2R	-52.21523496	-26.55698255	49.93799948	13.12918743	11.85182213	-3.257450576	2.810265083	0.332547614
AGAP001196	2R	-45.7672791	-45.81577905	48.6570196	11.90753231	11.81597578	-2.988750546	2.65024639	0.266074931
AGAP001197	2R	10.49272172	11.1394092	0.276221875	17.60327445	0.919415506	4.396205515	-0.445526357	0.301934692
AGAP001200	2R	-45.34974152	-49.36501725	58.16089976	50.71339996	17.56101459	7.717132504	2.919135158	2.449933695
AGAP001201	2R	6.843717873	-94.49054306	-27.57343497	-22.08214323	10.76676522	-7.904299028	-0.895544419	2.165490356
AGAP001202	2R	-68.20973997	57.66480031	16.57428294	50.66926256	9.814687982	9.180338822	-1.692536334	1.461680949
AGAP001203	2R	-7.314915879	-49.2524913	-31.03965021	23.04853055	-7.869742357	4.951973566	0.166171272	0.566154394
AGAP001205	2R	-98.11338366	23.9727809	57.80463845	58.16628236	18.26486944	6.949565999	-2.491715851	-4.037598843
AGAP001206	2R	54.14055815	1.450888876	21.97632689	-10.54461947	4.240359627	-6.177021386	-0.280985499	-1.627008128
AGAP001207	2R	-60.52457614	29.92314472	-8.858080594	57.24948378	4.132528764	14.69096535	-2.012854778	-1.607067031
AGAP001208	2R	-22.73834347	-32.01670289	11.69927991	24.53447675	15.44809026	7.043718169	1.876139094	2.353860194
AGAP001209	2R	-97.12189301	58.96237491	45.24426854	63.15632946	17.90834343	10.1648539	4.469747597	1.334805984
AGAP001211	2R	-16.0297485	35.58907858	-13.54624836	47.72532172	2.586002685	11.29069686	-1.071945466	-0.641763443
AGAP001212	2R	-46.04916718	-45.91867325	48.88681409	11.77218581	11.71911558	-3.212683779	2.277108086	0.005499292
AGAP001213	2R	-90.66781684	53.5536894	33.04604006	69.45944224	15.24775072	11.99194123	0.729000648	3.639112687
